file,genre,bpm,score_rythme,score_musicalite,commentaire,version,score_rythme_alt,score_musicalite_alt,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr_mean
guitar/8400_Clean_G_harm.mp3,simple_note,120,100,100,simple,,,,-579.5816040039062,18.299150466918945,8.42708683013916,3.407848596572876,0.599363386631012,-0.41237112879753113,-1.341903567314148,-2.4808828830718994,-3.641681432723999,-4.86293363571167,-5.631223678588867,-5.943109512329102,-5.4417805671691895,0.29809635877609253,0.2800866365432739,0.31078022718429565,0.30496448278427124,0.29507726430892944,0.31128084659576416,0.5143436789512634,0.9229860901832581,0.6922256946563721,0.42788413166999817,0.35661575198173523,0.3395121991634369,0.2418230496920072
audio_degraded/sfx_317757_SFX_Explosion_12__degraded_rhythm.wav,ambient,103,0,0,Yes,degraded_rhythm,0,0,-472.9051513671875,120.4642333984375,31.835887908935547,12.324226379394531,9.346266746520996,8.583593368530273,14.309406280517578,13.19445514678955,6.298157691955566,2.052360773086548,5.043018341064453,6.111717224121094,-0.3329814076423645,0.43067416548728943,0.42286744713783264,0.4363521337509155,0.4318649172782898,0.4370843470096588,0.4204235076904297,0.40821710228919983,0.41067737340927124,0.4230597913265228,0.41354623436927795,0.42077767848968506,0.4325290620326996,0.005373866643004647
guitar/683039_Harmonic_d4.mp3,classical,100,100,100,100,,,,-715.6597900390625,44.734100341796875,27.351503372192383,11.568995475769043,0.5127915143966675,-6.178272247314453,-8.814666748046875,-9.655407905578613,-10.462132453918457,-9.79987621307373,-5.35869836807251,3.6303529739379883,15.138413429260254,0.045433253049850464,0.2404138445854187,0.9854143261909485,0.3993912935256958,0.05403278395533562,0.04680429771542549,0.04409387335181236,0.04359816014766693,0.044893037527799606,0.04280823469161987,0.03923097625374794,0.04012150317430496,0.03999940183921438
audio_degraded/synth_661107_Synth_Bass_Loop_4__degraded_musicality.wav,electronic,129,100,100,Ouahhh,degraded_musicality,100,70,-379.5682678222656,126.7880859375,24.810468673706055,13.666293144226074,14.852486610412598,9.374375343322754,9.752690315246582,7.195899486541748,6.572320461273193,5.645176887512207,4.629373073577881,4.508557319641113,3.7488343715667725,0.7841950058937073,0.8172746896743774,0.8622647523880005,0.863218367099762,0.8752325177192688,0.8367007374763489,0.8344744443893433,0.8072636127471924,0.7848277688026428,0.7447177767753601,0.7226364016532898,0.7581697106361389,0.006473256754185692
guitar/130481_Time-Stretched_Electric_Guitar_6.mp3,electronic,161,40,50,Yooo,,,,-240.2570343017578,153.52845764160156,-99.57464599609375,-9.9085111618042,-17.803417205810547,3.212286949157715,-17.03639030456543,-15.61343765258789,-7.133599758148193,2.34440016746521,3.47739315032959,-7.55422306060791,-6.57301139831543,0.23500913381576538,0.2238718569278717,0.2576124668121338,0.22657646238803864,0.20014230906963348,0.2230951189994812,0.25305530428886414,0.270615816116333,0.33512699604034424,0.29091545939445496,0.6379039883613586,0.3421599864959717,0.07367266386664345
synth/661111_Synth_Bass_Loop_20.mp3,electronic,129,100,100,Ouahhh,,,,-382.54473876953125,114.93641662597656,16.62981414794922,13.20333480834961,13.414384841918945,10.180520057678223,9.282026290893555,7.013404846191406,6.931466579437256,5.764869689941406,5.354298114776611,4.4998908042907715,4.073569297790527,0.8315155506134033,0.8547870516777039,0.8414396047592163,0.8594671487808228,0.8832106590270996,0.8522249460220337,0.8138521313667297,0.8254584074020386,0.8698853254318237,0.8644728064537048,0.8017602562904358,0.8005831241607666,0.0073814450152207
guitar/616236_47.mp3,simple_note,110,100,100,Clean,,,,-700.1394653320312,119.52949523925781,61.64059829711914,49.04500961303711,12.296767234802246,20.956130981445312,-2.51774263381958,5.662194728851318,-9.483091354370117,-1.3361536264419556,-10.151457786560059,-4.762957572937012,-9.458575248718262,0.6903461813926697,0.4162995517253876,0.21378375589847565,0.10986156761646271,0.06784433871507645,0.26867058873176575,0.8247891664505005,0.5530022978782654,0.23913519084453583,0.2970627546310425,0.45878565311431885,0.7504345178604126,0.022772674063517916
voice/316459_Human_Good_20.mp3,voice,312,0,0,Huahh,,,,-268.45355224609375,113.87487030029297,-16.94637107849121,26.135541915893555,-14.090503692626953,7.17013692855835,-8.68831729888916,12.197896957397461,14.008045196533203,8.260846138000488,-12.819247245788574,8.529340744018555,0.8182784914970398,0.6047523021697998,0.5010011196136475,0.44444334506988525,0.5277175307273865,0.49463769793510437,0.5783012509346008,0.6261016130447388,0.6128644347190857,0.5831705331802368,0.6078188419342041,0.588416576385498,0.5600782036781311,0.027965198863636364
guitar/315706_AcousticGuitar-C-Chord.mp3,simple_note,48,100,100,Yes,,,,-372.8381042480469,127.78237915039062,10.213879585266113,19.353313446044922,9.155094146728516,11.01460075378418,2.5317609310150146,-5.551042556762695,-13.463802337646484,-9.37696647644043,-12.012310028076172,-4.506465435028076,-6.425341606140137,0.41751790046691895,0.2275414615869522,0.1443527787923813,0.1524411141872406,0.39449775218963623,0.18521322309970856,0.27850696444511414,0.8492507934570312,0.3073901832103729,0.07249710708856583,0.061937008053064346,0.20818112790584564,0.03893229166666667
audio_degraded/synth_661114_Synth_Bass_Loop_25__degraded_rhythm.wav,electronic,129,100,100,Ouahhh,degraded_rhythm,70,100,-369.44561767578125,122.02787780761719,18.475679397583008,12.039535522460938,12.327879905700684,8.180304527282715,8.505725860595703,5.661046504974365,5.010395050048828,3.96748685836792,3.3456239700317383,3.226367950439453,2.7177112102508545,0.7876992225646973,0.7586472034454346,0.7266706824302673,0.7133514881134033,0.7128866910934448,0.6908168792724609,0.6673323512077332,0.677128791809082,0.6741127371788025,0.7058923244476318,0.7216039299964905,0.7489034533500671,0.00943732871498173
guitar/130467_Electric_Guitar_3.mp3,rock,161,50,60,Again,,,,-166.5703887939453,96.80551147460938,-10.245429039001465,-24.214086532592773,-2.7424020767211914,26.55829429626465,-22.25238037109375,20.12031364440918,-13.807391166687012,20.776029586791992,-12.670747756958008,12.184185028076172,-7.701483249664307,0.4962182939052582,0.16941337287425995,0.18197287619113922,0.25652340054512024,0.20879650115966797,0.3582005798816681,0.377227246761322,0.14026464521884918,0.1026424989104271,0.13947907090187073,0.17989413440227509,0.3094588816165924,0.11410122575431035
audio_degraded/guitar_683038_Harmonic_b4__degraded_rhythm.wav,classical,100,100,100,100,degraded_rhythm,70,100,-758.3060302734375,45.57283401489258,23.994342803955078,11.300932884216309,9.130712509155273,11.630374908447266,17.634525299072266,25.991430282592773,31.722837448120117,29.724824905395508,18.654542922973633,3.0676162242889404,-7.463866233825684,0.2687991261482239,0.17720641195774078,0.23965105414390564,0.3348528742790222,0.4218203127384186,0.43589547276496887,0.36532723903656006,0.27689769864082336,0.21427786350250244,0.18043988943099976,0.29093044996261597,0.7990517020225525,0.031988209691540946
audio_degraded/ambient_327691_ambience_hydroelectric_power_station_Donau_Greifenstein__degraded_rhythm.wav,,100,,,,degraded_rhythm,0,,-325.21337890625,223.56700134277344,-45.20484161376953,13.43635368347168,3.433615207672119,-17.61152458190918,15.408548355102539,-7.354920387268066,-4.2137227058410645,4.323301792144775,-6.793912410736084,0.0918644517660141,-6.619019508361816,0.4779294431209564,0.5492950081825256,0.7016853094100952,0.7418374419212341,0.688797116279602,0.6479219198226929,0.6463396549224854,0.5505731701850891,0.47264161705970764,0.46733424067497253,0.41699740290641785,0.4021945595741272,0.03174551849909561
sfx/322494_Explosion_12.mp3,ambient,120,100,100,Bizarre,,,,-534.7730712890625,115.8567886352539,45.42701721191406,42.90835952758789,28.349634170532227,21.053489685058594,16.502635955810547,20.735424041748047,11.616691589355469,11.444574356079102,7.112249851226807,9.533166885375977,3.7397077083587646,0.799654483795166,0.7977874279022217,0.7783907055854797,0.7736600041389465,0.7857992053031921,0.7828606963157654,0.7209460139274597,0.6882413625717163,0.6873980760574341,0.7020431756973267,0.7099729776382446,0.7403932809829712,0.023577779696132596
audio_degraded/voice_507398_VocalTraining_4__I_Will_Have_To_Listen_To_Them_.mp3__degraded_musicality.wav,voice,161,80,0,Monotone,degraded_musicality,80,0,-439.8096923828125,117.68392181396484,20.098482131958008,19.784347534179688,-0.41567039489746094,18.21674919128418,-1.4327943325042725,1.5919597148895264,2.5452687740325928,-5.897488594055176,1.9327468872070312,-6.218811988830566,-5.0232014656066895,0.49038633704185486,0.5382922291755676,0.5597195029258728,0.6022598743438721,0.5767295956611633,0.5793887376785278,0.5566376447677612,0.5098053812980652,0.45255449414253235,0.45051854848861694,0.46013036370277405,0.4481094181537628,0.07565812512734311
audio_degraded/ambient_610770_Mexico_City_Metro_Ambient_Sounds.mp3__degraded_rhythm.wav,,120,,,,degraded_rhythm,0,,-222.65151977539062,153.92384338378906,-16.516082763671875,38.442543029785156,8.286579132080078,6.979061126708984,15.282483100891113,2.519685745239258,0.5639809370040894,7.735547065734863,2.35395884513855,2.369905710220337,4.836997032165527,0.513909101486206,0.4959273636341095,0.48212766647338867,0.48297828435897827,0.47593218088150024,0.44054415822029114,0.40925273299217224,0.4724893271923065,0.4688994884490967,0.4266170859336853,0.406245619058609,0.4259752333164215,0.03455320641629712
audio_degraded/guitar_8563_D7th_thin_strs__degraded_musicality.wav,simple_note,120,100,100,simple,degraded_musicality,100,70,-532.2493896484375,42.444095611572266,21.069799423217773,17.19609832763672,13.379912376403809,8.798893928527832,5.5480804443359375,2.25040602684021,-1.622991681098938,-6.134501934051514,-7.557899475097656,-6.352339267730713,-5.377739429473877,0.48789897561073303,0.40242713689804077,0.36018574237823486,0.43947023153305054,0.5573665499687195,0.4624621570110321,0.4918217957019806,0.704301118850708,0.5211150050163269,0.3726450502872467,0.35265734791755676,0.4449673891067505,0.03549589467114325
piano/665802_Piano_in_11_8_100.mp3,classical,123,70,90,Ouahh,,,,-626.7880859375,85.30062103271484,16.42840576171875,-0.9177244305610657,5.8830108642578125,16.73347282409668,25.334768295288086,20.806833267211914,7.675786972045898,-1.547169804573059,-0.08228879421949387,11.448898315429688,19.887178421020508,0.06187104433774948,0.058598000556230545,0.06287124752998352,0.16791489720344543,0.7467436790466309,0.20091214776039124,0.10088927298784256,0.30190035700798035,0.1029042899608612,0.05882987380027771,0.06079766899347305,0.08262793719768524,0.054209097272398844
guitar/47859_B_min.mp3,pop,122,100,100,B min,,,,-174.8386688232422,140.11485290527344,-59.1854248046875,103.50760650634766,-4.809551239013672,-9.897608757019043,11.611069679260254,6.582077980041504,7.703409194946289,-13.850678443908691,-22.67287254333496,-7.22135066986084,-0.281114786863327,0.5669430494308472,0.37695634365081787,0.3003561198711395,0.16217994689941406,0.0854070857167244,0.24672067165374756,0.6140194535255432,0.3123110234737396,0.13939666748046875,0.27105024456977844,0.6124722957611084,0.8553407192230225,0.08948910361842105
audio_degraded/voice_316459_Human_Good_20__degraded_musicality.wav,voice,312,0,0,Huahh,degraded_musicality,0,0,-299.4382019042969,123.36801147460938,-20.66797637939453,32.124759674072266,-14.359996795654297,8.968031883239746,-12.737442970275879,6.20743989944458,9.537919044494629,20.759370803833008,-9.6117582321167,2.919139862060547,0.6052306294441223,0.45505931973457336,0.47906121611595154,0.4355197250843048,0.5855093598365784,0.617326557636261,0.5444221496582031,0.5390224456787109,0.6530382037162781,0.6152065992355347,0.575478732585907,0.6409424543380737,0.5085534453392029,0.021495472301136364
audio_degraded/sfx_317759_SFX_Explosion_11__degraded_musicality.wav,ambient,117,0,0,Ambient,degraded_musicality,0,0,-257.15576171875,218.42022705078125,-4.344720840454102,8.87769889831543,-15.954288482666016,10.288264274597168,-2.9406378269195557,3.8884003162384033,-10.351568222045898,10.008843421936035,-4.782517910003662,1.280708909034729,-2.310877799987793,0.6140605807304382,0.6015095114707947,0.5815900564193726,0.5766913890838623,0.5768382549285889,0.5861185193061829,0.6000471711158752,0.5995850563049316,0.5953565835952759,0.605749249458313,0.6048853397369385,0.6039137244224548,0.03297601744186047
audio_degraded/guitar_167417_HighE__degraded_rhythm.wav,simple_note,120,100,100,E,degraded_rhythm,70,100,-687.6472778320312,88.04150390625,32.33525466918945,5.506165504455566,1.1539642810821533,-6.15009069442749,-19.233915328979492,-27.5828800201416,-22.863082885742188,-10.803730964660645,-5.879515171051025,-10.728681564331055,-17.132850646972656,0.02679138444364071,0.017755331471562386,0.06265798956155777,0.3723214864730835,0.9971325397491455,0.5861217975616455,0.06921610236167908,0.01571178250014782,0.021770523861050606,0.013406419195234776,0.016092762351036072,0.04902532324194908,0.030524481844473008
audio_degraded/sfx_317751_SFX_Explosion_08__degraded_rhythm.wav,ambient,68,0,0,Game,degraded_rhythm,0,0,-161.01943969726562,152.7333526611328,23.123239517211914,20.846967697143555,-2.52418851852417,3.513357639312744,-8.165426254272461,7.24797248840332,-3.573103189468384,5.028815746307373,-9.216530799865723,2.733483076095581,-5.704071998596191,0.5984933376312256,0.5620229840278625,0.5534529685974121,0.5594561696052551,0.5168933868408203,0.5335493087768555,0.5379964709281921,0.5105452537536621,0.48551294207572937,0.5314019918441772,0.5792604684829712,0.6069682836532593,0.04267622114301802
audio_degraded/guitar_47860_C__min__degraded_rhythm.wav,pop,122,100,100,Pop C min,degraded_rhythm,70,100,-211.5379638671875,133.6454315185547,-56.35855484008789,97.15167236328125,2.039349317550659,-8.500547409057617,18.296571731567383,-1.5161974430084229,-2.8276662826538086,-15.223962783813477,-13.17510986328125,-5.198664665222168,-1.3128186464309692,0.4788738191127777,0.8549382090568542,0.4321698844432831,0.27072492241859436,0.3713352084159851,0.14189554750919342,0.07871182262897491,0.25655582547187805,0.6276590824127197,0.19979049265384674,0.09562546014785767,0.23397886753082275,0.09518575465425531
audio_degraded/drums_760546_128_BPM_Industrial_Drum_Loop__6440__WAV___degraded_musicality.wav,electronic,126,60,40,Wesh,degraded_musicality,60,28,-283.03106689453125,188.58126831054688,-11.950225830078125,39.46049499511719,45.222312927246094,-3.199211835861206,15.656815528869629,10.826494216918945,-3.411133289337158,6.430985927581787,-0.13339148461818695,0.9716063737869263,4.350861072540283,0.7436704635620117,0.7545822858810425,0.7309300899505615,0.7081172466278076,0.725284993648529,0.6553422212600708,0.588701069355011,0.5765348076820374,0.5964204668998718,0.5747493505477905,0.5912203192710876,0.7151895761489868,0.011870298592298762
audio_degraded/guitar_333246_BBKing_II__degraded_rhythm.wav,jazz,188,80,100,Jazz,degraded_rhythm,56,100,-358.1415100097656,111.09919738769531,-57.529415130615234,17.16223907470703,6.643362522125244,-16.212322235107422,-11.014601707458496,-11.315177917480469,-4.866737365722656,-11.059006690979004,-7.854277610778809,-8.836875915527344,-11.505949020385742,0.17915692925453186,0.21253637969493866,0.34076404571533203,0.23969539999961853,0.1407860517501831,0.18137048184871674,0.1206723153591156,0.19404320418834686,0.17904244363307953,0.282432496547699,0.09767615795135498,0.07565541565418243,0.07826094193892046
audio_degraded/guitar_550974_clean_guitar_power_chords.mp3__degraded_musicality.wav,rock,141,60,70,Power,degraded_musicality,60,49,-243.73948669433594,196.62753295898438,-84.47996520996094,23.750904083251953,-14.924683570861816,-21.374570846557617,-5.267035484313965,-18.259023666381836,0.3621074855327606,-6.544549942016602,-8.634909629821777,-7.562737464904785,-12.709822654724121,0.34506523609161377,0.29940420389175415,0.35620778799057007,0.2362256646156311,0.32609856128692627,0.4025653600692749,0.475845605134964,0.40096548199653625,0.39326298236846924,0.6668916344642639,0.40783900022506714,0.29094386100769043,0.0816356952373798
voice/371760_elevator_music_vocal_Manly.ogg.mp3,voice,312,0,0,Huahh,,,,-433.7459716796875,65.76285552978516,44.18257141113281,38.04694747924805,29.526697158813477,24.261690139770508,22.828506469726562,18.268722534179688,12.941788673400879,12.163484573364258,11.886520385742188,11.002989768981934,11.233245849609375,0.8020603656768799,0.8689612746238708,0.9239831566810608,0.9648186564445496,0.9875333309173584,0.989431619644165,0.9917726516723633,0.9787547588348389,0.9455821514129639,0.8961554765701294,0.8340132236480713,0.7641168236732483,0.0018034904233870967
guitar/121213_Bare_Sweep.mp3,pop,148,100,80,Mechanical,,,,-263.5738220214844,174.32980346679688,34.59401321411133,11.908332824707031,1.277301549911499,0.09047552198171616,-7.85671854019165,-7.621585845947266,-1.4225789308547974,1.7722705602645874,0.9208983778953552,-1.2739921808242798,0.6006377339363098,0.22597463428974152,0.07837031036615372,0.14457204937934875,0.3897220194339752,0.14589771628379822,0.0825297012925148,0.22093068063259125,0.16975291073322296,0.231351837515831,0.11994685232639313,0.14304101467132568,0.24577882885932922,0.037553267045454544
synth/661106_Synth_Bass_Loop_33.mp3,electronic,129,100,100,Ouahhh,,,,-402.8668518066406,95.85580444335938,13.520845413208008,10.075826644897461,10.441346168518066,7.861594200134277,7.261536121368408,5.303737640380859,5.2495646476745605,4.278497219085693,4.0004096031188965,3.361999988555908,3.008604049682617,0.773125410079956,0.7815110683441162,0.7711729407310486,0.7857614159584045,0.8043844699859619,0.7774963974952698,0.750021755695343,0.7541192173957825,0.7697064876556396,0.7597663402557373,0.7167688012123108,0.7361370921134949,0.008298551655251141
voice/461943_Evan's_Vocal_Squeak_and_Pop.mp3.mp3,voice,312,0,50,Huahh,,,,-575.6062622070312,13.445357322692871,-15.243287086486816,9.622017860412598,-5.487035274505615,-3.478017807006836,2.510991096496582,3.1347649097442627,0.20126712322235107,3.316086530685425,-4.863554954528809,3.912062406539917,-10.892212867736816,0.7613163590431213,0.7392811179161072,0.5840935111045837,0.427990198135376,0.37754687666893005,0.3930298984050751,0.3906588554382324,0.37790021300315857,0.3954865634441376,0.43997636437416077,0.477466344833374,0.5983256697654724,0.2988026936848958
audio_degraded/sfx_317751_SFX_Explosion_08__degraded_musicality.wav,ambient,68,0,0,Game,degraded_musicality,0,0,-171.30923461914062,160.4720458984375,16.725984573364258,32.04138946533203,-8.190756797790527,13.912182807922363,-16.793720245361328,12.927279472351074,-11.113302230834961,12.722003936767578,-12.174705505371094,8.52381706237793,-10.736007690429688,0.6008947491645813,0.574410617351532,0.5592954754829407,0.560825526714325,0.5609843730926514,0.5372794270515442,0.5368222594261169,0.6087138056755066,0.622101366519928,0.6344472169876099,0.6370914578437805,0.5907868146896362,0.03821559410310735
drums/760528_192_BPM_Industrial_Drum_Loop_#6431_(WAV).mp3,electronic,96,90,50,Drums,,,,-221.13088989257812,182.13063049316406,10.503677368164062,49.315555572509766,1.001327633857727,21.447370529174805,-1.113424301147461,4.595949649810791,8.586027145385742,-7.519326686859131,6.103211879730225,-1.7820959091186523,4.0484209060668945,0.6902903914451599,0.6139158010482788,0.5775113105773926,0.6266893148422241,0.6484992504119873,0.640982449054718,0.6148405075073242,0.6488111019134521,0.6734747290611267,0.7400095462799072,0.7724749445915222,0.7240760326385498,0.010846414588167054
guitar/335158_GTR_RIFF_4_JeffGreer_100bpm.mp3,rock,100,90,90,Riff,,,,-505.82049560546875,162.75917053222656,59.43547821044922,56.98314666748047,49.67325210571289,24.610090255737305,2.706324577331543,-9.350926399230957,-4.20766019821167,-0.2857474684715271,-5.36064338684082,-3.2960848808288574,1.1358463764190674,0.20771518349647522,0.10962198674678802,0.10382922738790512,0.10067474097013474,0.0863642767071724,0.10282346606254578,0.23268252611160278,0.4965004622936249,0.6673850417137146,0.5269302725791931,0.26727455854415894,0.19485841691493988,0.013702256944444444
audio_degraded/guitar_330925_SomeRevelationIntro2__degraded_rhythm.wav,pop,115,80,80,Noice,degraded_rhythm,56,80,-475.4065856933594,151.0108642578125,27.1734561920166,-13.129300117492676,5.296554088592529,11.001649856567383,-2.0720767974853516,-13.468214988708496,-16.895658493041992,-12.44302749633789,-7.233561992645264,-6.672207832336426,-5.2553019523620605,0.1718767285346985,0.3287901282310486,0.6452497243881226,0.4336317777633667,0.27318188548088074,0.2229038029909134,0.19462092220783234,0.12524031102657318,0.1461629569530487,0.3438935875892639,0.21968412399291992,0.14285394549369812,0.034080003784602075
audio_degraded/piano_528006_A__-_Piano_Chord__degraded_rhythm.wav,simple_note,120,100,100,Piano,degraded_rhythm,70,100,-575.200439453125,54.86057662963867,3.036156177520752,-2.158785581588745,-7.173821449279785,-18.678983688354492,-20.894010543823242,-21.243810653686523,-20.526670455932617,-19.22916030883789,-16.3974666595459,-6.631533622741699,2.198546886444092,0.04306413605809212,0.08217499405145645,0.2747025787830353,0.1178935244679451,0.034043021500110626,0.050575077533721924,0.03530632704496384,0.026853550225496292,0.03536226600408554,0.31329774856567383,0.8806804418563843,0.36962565779685974,0.028556138738390094
audio_degraded/guitar_130469_Electric_Guitar_1__degraded_musicality.wav,rock,112,80,80,Simple,degraded_musicality,80,56,-212.29005432128906,169.8782501220703,-36.80414962768555,22.2166748046875,-31.491718292236328,1.4019336700439453,-22.561384201049805,3.2958219051361084,-5.467411041259766,3.8371880054473877,-2.2935006618499756,-4.172885417938232,-7.779510021209717,0.6390089392662048,0.27585723996162415,0.22446684539318085,0.11174067109823227,0.07650314271450043,0.0986558198928833,0.10215364396572113,0.17316757142543793,0.14503224194049835,0.21251976490020752,0.45697861909866333,0.37951332330703735,0.03995289522058824
audio_degraded/voice_316458_Human_Evil_14__degraded_musicality.wav,voice,57,0,0,Voice,degraded_musicality,0,0,-320.35760498046875,152.0172119140625,-2.4725353717803955,2.7384214401245117,-10.120105743408203,19.41680335998535,-12.402968406677246,-13.934581756591797,15.547978401184082,15.216451644897461,-0.0349804051220417,-2.094989538192749,-1.4839118719100952,0.43823131918907166,0.5318193435668945,0.5583813786506653,0.5029793381690979,0.5133407115936279,0.48000895977020264,0.38200247287750244,0.3014935255050659,0.34211236238479614,0.3322426676750183,0.28186431527137756,0.319969117641449,0.03388967803030303
